Title,Link,Company,Location,City,Is_Recent,Type,Experience_Type,Years_Of_Experience,Skills_Count,Skills_Set
Product Marketing Specialist,https://wuzzuf.net/jobs/p/p7DawrtBLWby-Product-Marketing-Specialist-Eg-Insurtech-Cairo-Egypt?o=53&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Eg Insurtech,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Marketing/PR/Advertising', 'Communication', 'Communication skills', 'E-Marketing', 'English', 'Management', 'Market Research', 'Marketing', 'media', 'Product Management']"
Product Designer,https://wuzzuf.net/jobs/p/odF7qQuqMb06-Product-Designer-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=54&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza, Egypt ",Egypt,True,Full Time,Entry Level,1,10,"['Creative/Design/Art', 'IT/Software Development', 'Design', 'Figma', 'UI', 'UX', 'Creative', 'Computer Science', 'Agile', 'Mobile']"
Supervisor Merchandiser - Fresh Food (Dairy Products),https://wuzzuf.net/jobs/p/EeFzQ0wjqS9y-Supervisor-Merchandiser---Fresh-Food-Dairy-Products-Milkys---The-Milkman-Giza-Egypt?o=55&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Milkys - The Milkman,"Giza, Egypt ",Egypt,True,Full Time,Experienced,3,5,"['Manufacturing/Production', 'Sales/Retail', 'Dairy Products', 'Sales', 'Merchandising']"
Research & Development Manager (R&D) - Cosmetics,https://wuzzuf.net/jobs/p/13qLjHvKpos8-Research-Development-Manager-RD---Cosmetics-MY-WAY-Cairo-Egypt?o=56&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,MY WAY,"Obour City, Cairo, Egypt ",Egypt,False,Full Time,Manager,5,10,"['Business Development', 'Marketing/PR/Advertising', 'Analyst/Research', 'Business Development', 'Communication', 'Development', 'Management', 'Market Research', 'Marketing', 'Product']"
Product Owner,https://wuzzuf.net/jobs/p/TmCRGwHojpHF-Product-Owner-Dimofinf-Operations-Center-Cairo-Egypt?o=57&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Dimofinf Operations Center,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,4,10,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'Computer Science', 'Agile', 'Engineering', 'JIRA', 'Product', 'Product Management', 'Project Management']"
Sales Manager (PVC Raw Material),https://wuzzuf.net/jobs/p/lsdqeX5JBsiL-Sales-Manager-PVC-Raw-Material-Premier-Services-and-Recruitment-Cairo-Egypt?o=58&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Premier Services and Recruitment,"Cairo, Egypt ",Egypt,False,Full Time,Manager,5,8,"['Sales/Retail', 'PVC', 'Industry', 'Product', 'Sales', 'Plastic', 'Sales Target', 'sales skills']"
Product Marketing Specialist,https://wuzzuf.net/jobs/p/E6L8q8S1usZF-Product-Marketing-Specialist-Hitachi-Energy-Ltd-Cairo-Egypt?o=59&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Hitachi Energy Ltd,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'Marketing', 'Social Media', 'E-marketing', 'Digital Marketing', 'Media', 'Market Research', 'SEO']"
Sales Executive - Consumer Banking Product Sales,https://wuzzuf.net/jobs/p/ywbQNMwG818V-Sales-Executive---Consumer-Banking-Product-Sales-First-Abu-Dhabi-Bank-Abu-Dhabi-United-Arab-Emirates?o=60&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,First Abu Dhabi Bank,"Abu Dhabi, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Sales', 'Sales Skills', 'Sales Target', 'Customer Service', 'Customer Support', 'Customer Care', 'Microsoft Office']"
Mechanical Engineer - E-commerce Product Specialist,https://wuzzuf.net/jobs/p/3ej0MqVl7B3E-Mechanical-Engineer---E-commerce-Product-Specialist-Startech-Alexandria-Egypt?o=61&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Startech,"Bourj Alarab, Alexandria, Egypt ",Egypt,True,Full Time,Experienced,1,6,"['Engineering - Mechanical/Electrical', 'SolidWorks', 'Mechanical Engineering', 'Marketing', 'SEO', 'Mechanical Design Engineering']"
Product Line Head (Marketing),https://wuzzuf.net/jobs/p/K6tesy32bLtY-Product-Line-Head-Marketing-El-Abd-Group-Giza-Egypt?o=62&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,El Abd Group,"Giza, Egypt ",Egypt,False,Full Time,Experienced,5,9,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Marketing', 'Communication skills', 'Business Management', 'Engineering', 'Software', 'Electrical']"
"Product Data Analyst Dubai, UAE Business Intelligence Team",https://wuzzuf.net/jobs/p/ePOr1oEMJ95Z-Product-Data-Analyst-Dubai-UAE-Business-Intelligence-Team-Easygenerator-Dubai-United-Arab-Emirates?o=63&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Easygenerator,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'analysis', 'python', 'sql', 'bi', 'cloud']"
Sales Specialist (Excitation Products),https://wuzzuf.net/jobs/p/Q0v8QqZdAuCe-Sales-Specialist-Excitation-Products-CATS-Applicant-Tracking-System-Riyadh-Saudi-Arabia?o=64&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,CATS Applicant Tracking System,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Sales', 'Sales Skills', 'Sales Target', 'Customer Service', 'Customer Support', 'Customer Care', 'Real Estate']"
Agile Coach,https://wuzzuf.net/jobs/p/cA7kho7mtcrw-Agile-Coach-Lumin-Giza-Egypt?o=65&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Lumin,"Sheikh Zayed, Giza, Egypt ",Egypt,True,Full Time,Manager,3,10,"['IT/Software Development', 'Agile', 'Certified ScrumMaster (CSM)', 'Certified Scrum Professional (CSP)', 'Kanban', 'SAFe.', 'Business Process Management', 'process automation', 'facilitation', 'Product Management']"
Digital Project Manager,https://wuzzuf.net/jobs/p/ZDlmTSgTKrRO-Digital-Project-Manager-ECS-ME-Dubai-United-Arab-Emirates?o=66&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ECS ME,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Marketing/PR/Advertising', 'Project/Program Management', 'Project Management', 'Engineering', 'Marketing', 'PMP', 'Information Technology (IT)', 'Management', 'Digital Marketing']"
Marketing Operation manager (pharmaceutical),https://wuzzuf.net/jobs/p/bTu2VYi2FNcY-Marketing-Operation-manager-pharmaceutical-Cairo-Egypt?o=67&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Manager,8,10,"['Operations/Management', 'Marketing/PR/Advertising', 'Marketing', 'Pharmaceutical', 'Marketing Campaigns', 'Operations', 'Pharmacy', 'Management', 'Online Marketing', 'campaigns']"
Business Development Manager - Aftermarket,https://wuzzuf.net/jobs/p/KGQe0SoJgJCa-Business-Development-Manager---Aftermarket-Air-Products-Middle-East-FZE-Riyadh-Saudi-Arabia?o=68&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Sales Target', 'Marketing', 'Customer Service', 'Customer Support']"
Manager Cargo Global Commercial Development,https://wuzzuf.net/jobs/p/NTK5xMKsRWvj-Manager-Cargo-Global-Commercial-Development-Emirates-Group-Careers-Dubai-United-Arab-Emirates?o=69&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Emirates Group Careers,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'sales', 'sales skills', 'marketing', 'engineering', 'customer service', 'business development', 'management']"
Mid SIGINT Specialist Exploitation Focus,https://wuzzuf.net/jobs/p/t5qLJAK1P6i6-Mid-SIGINT-Specialist-Exploitation-Focus-Patriot-Group-International-Kuwait-City-Kuwait?o=70&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Patriot Group International,"Kuwait City, Kuwait ",Kuwait,True,Full Time,Not specified,0,10,"['Business Development', 'IT/Software Development', 'Sales/Retail', 'sales', 'information technology (it)', 'sales skills', 'business administration', 'management', 'operations', 'product development']"
Sales Manager,https://wuzzuf.net/jobs/p/k19JWxZFE5xI-Sales-Manager-al-massagroup-Cairo-Egypt?o=71&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,al-massagroup,"Cairo, Egypt ",Egypt,True,Full Time,Manager,5,6,"['females_only', 'Other', 'Manager', 'business', 'sales skills', 'Sales Manager']"
Business Development Manager - Cisco Security (Techno-Commercial) - Dubai,https://wuzzuf.net/jobs/p/gzwKz4hPJR04-Business-Development-Manager---Cisco-Security-Techno-Commercial---Dubai-Ingram-Micro-Company-Dubai-United-Arab-Emirates?o=72&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Ingram Micro Company,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Sales Target', 'Marketing', 'Customer Service', 'Customer Support']"
Quality Control Manager,https://wuzzuf.net/jobs/p/83zkraJTFKOt-Quality-Control-Manager-Elhazek-Construction-Cairo-Egypt?o=73&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Elhazek Construction,"New Cairo, Cairo, Egypt ",Egypt,True,Full Time,Manager,1,10,"['Engineering - Construction/Civil/Architecture', 'Quality', 'Quality Control Management', 'QA', 'QC', 'Quality Control', 'Quality Assurance', 'Civil Engineering', 'Quality', 'Architecture']"
Store Manager,https://wuzzuf.net/jobs/p/0QwV5X9MBkhC-Store-Manager-Vodafone-Qatar-Doha-Qatar?o=74&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Vodafone Qatar,"Doha, Qatar ",Qatar,True,Full Time,Manager,0,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Retail', 'Store Management', 'Customer Service', 'Sales Target', 'Customer Care']"
Factory Manager,https://wuzzuf.net/jobs/p/LCoweuhYRK3N-Factory-Manager-Aman-Holding-Cairo-Egypt?o=75&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Aman Holding,"10th of Ramadan City, Cairo, Egypt ",Egypt,True,Full Time,Manager,1,8,"['Operations/Management', 'Manufacturing/Production', 'Business Administration', 'Communication skills', 'Factory', 'Factory Manager', 'Production', 'Manufacturing']"
Regional Manager,https://wuzzuf.net/jobs/p/QsxX2ogheUhr-Regional-Manager-Kinetic-Business-Solutions-Flow-Talent-Cairo-Egypt?o=76&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Kinetic Business Solutions & Flow Talent,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Business Development', 'Operations/Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Sales Target', 'Management', 'Regional Sales', 'Customer Service', 'FMCG']"
Retail Brand Manager,https://wuzzuf.net/jobs/p/IattOTpKqL8k-Retail-Brand-Manager-Qatar-National-Import-Export-Doha-Qatar?o=77&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Qatar National Import & Export,"Doha, Qatar ",Qatar,False,Full Time,Experienced,4,10,"['Operations/Management', 'Marketing/PR/Advertising', 'Sales/Retail', 'Marketing', 'Retail', 'Sales', 'Branding', 'Sales Skills', 'Market Research', 'Management']"
Rental Executive,https://wuzzuf.net/jobs/p/HSWvbaCkwCod-Rental-Executive-GALADARI-BROTHERS-CO-L-L-C-Dubai-United-Arab-Emirates?o=78&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,GALADARI BROTHERS CO. L.L.C,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Administration', 'Operations/Management', 'Sales/Retail', 'administration', 'microsoft office', 'office management', 'secretary', 'sales', 'management', 'business']"
Supply Chain Manager - Hospitality - Kuwait,https://wuzzuf.net/jobs/p/DE5pK05j0dDM-Supply-Chain-Manager---Hospitality---Kuwait-Alshaya-Group-Kuwait-City-Kuwait?o=79&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Alshaya Group,"Kuwait City, Kuwait ",Kuwait,False,Full Time,Not specified,0,10,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'Supply Chain', 'Logistics', 'Management', 'Purchasing', 'Procurement', 'Microsoft Office', 'Warehousing']"
Supply Chain Manager - Hospitality - Kuwait,https://wuzzuf.net/jobs/p/GPDSWBzAiRGP-Supply-Chain-Manager---Hospitality---Kuwait-Alshaya-Trade-Kuwait-City-Kuwait?o=80&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Alshaya Trade,"Kuwait City, Kuwait ",Kuwait,False,Full Time,Not specified,0,10,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'Supply Chain', 'Logistics', 'Management', 'Purchasing', 'Procurement', 'Microsoft Office', 'Warehousing']"
Customer Success Manager,https://wuzzuf.net/jobs/p/XSdlt8I8VrRz-Customer-Success-Manager-Uniphore-Technologies-Inc-Riyadh-Saudi-Arabia?o=81&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Uniphore Technologies Inc.,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Customer Service', 'Customer Care', 'Customer Support', 'Management', 'Sales', 'Call Center', 'Sales Skills']"
Partnership Manager - KSA,https://wuzzuf.net/jobs/p/tozeHF4q2gPF-Partnership-Manager---KSA-Payfort-Saudi-Closed-JSC-Riyadh-Saudi-Arabia?o=82&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Payfort Saudi Closed JSC,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Marketing', 'Sales', 'Partnerships', 'Sales Skills', 'Partnership', 'Advertising']"
"Assistant Sales Manager, Board",https://wuzzuf.net/jobs/p/E3ZVRDLTzfbp-Assistant-Sales-Manager-Board-RGE-Dubai-United-Arab-Emirates?o=83&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,RGE,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Administration', 'Sales/Retail', 'Engineering - Mechanical/Electrical', 'Sales', 'Sales Skills', 'Sales Target', 'Administration', 'Admin', 'English', 'FMCG']"
TalentS // QA / QC Manager,https://wuzzuf.net/jobs/p/Q6DV3AhjT172-TalentS-QA-QC-Manager-BARKER-LANGHAM-Riyadh-Saudi-Arabia?o=84&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,BARKER LANGHAM,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Engineering - Construction/Civil/Architecture', 'Operations/Management', 'Quality', 'Quality Assurance', 'Quality Control', 'Civil Engineering', 'Construction', 'Quality', 'Architecture', 'Engineering']"
Marketing Manager,https://wuzzuf.net/jobs/p/1T1ekfOcGNZz-Marketing-Manager-Antal-International---Egypt-Cairo-Egypt?o=85&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Antal International - Egypt,"Cairo, Egypt ",Egypt,True,Full Time,Not specified,0,10,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'Marketing', 'Social Media', 'Sales', 'Market Research', 'E-marketing', 'Media', 'Digital Marketing']"
Software Sales Manager,https://wuzzuf.net/jobs/p/UMwstA9wVQoN-Software-Sales-Manager-Advanced-Techniques-Solutions-for-Software-Company-Cairo-Egypt?o=86&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Advanced Techniques Solutions for Software Company,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,10,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Sales', 'sales skills', 'Sales Target', 'business', 'Communication skills', 'ERP', 'Customer Service']"
Mechanical Design / R&D Manager,https://wuzzuf.net/jobs/p/lLpX8QcSAXBk-Mechanical-Design-RD-Manager-Qalubia-Egypt?o=87&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"khanka, Qalubia, Egypt ",Egypt,True,Full Time,Manager,7,10,"['R&D/Science', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'AutoCAD', 'Design', 'R&D', 'English', 'Mechanical']"
Sales Manager,https://wuzzuf.net/jobs/p/rmR7nPdkQAQt-Sales-Manager-Agile-Consultants-Dubai-United-Arab-Emirates?o=88&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Agile Consultants,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Sales Target', 'Customer Service', 'Management', 'Customer Support', 'Customer Care']"
Customer Experience Manager,https://wuzzuf.net/jobs/p/TG1TCWDkPUdD-Customer-Experience-Manager-Glamera-Cairo-Egypt?o=89&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Glamera,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Manager,4,6,"['Customer Service/Support', 'Customer Experience', 'Customer Service', 'Customer Support', 'Management', 'selling skills']"
Cosmetics Marketing Manager,https://wuzzuf.net/jobs/p/Du2WEoee4YVR-Cosmetics-Marketing-Manager-Cairo-Egypt?o=90&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Manager,6,7,"['Marketing/PR/Advertising', 'Cosmetics', 'Pharmacy', 'Marketing', 'Sales', 'Social Media', 'Market Research']"
General Manager (Remote from Cairo) for US Satellite office,https://wuzzuf.net/jobs/p/WThZRw0AZN6O-General-Manager-Remote-from-Cairo-for-US-Satellite-office-RPM-Real-Performance-Marketing-Cairo-Egypt?o=91&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,RPM: Real Performance Marketing,"Cairo, Egypt ",Egypt,False,Full Time,,7,10,"['Marketing/PR/Advertising', 'C-Level Executive/GM/Director', 'Lead Generation', 'Digital Marketing', 'Digital Advertising', 'Affiliate Marketing', 'Advertising', 'Marketing', 'MBA', 'Sales']"
Manager - Prepaid Segment,https://wuzzuf.net/jobs/p/IgYUxr88PfmU-Manager---Prepaid-Segment-STC-Kuwait-Kuwait-City-Kuwait?o=92&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,STC Kuwait,"Kuwait City, Kuwait ",Kuwait,False,Full Time,Not specified,0,10,"['Administration', 'Operations/Management', 'Sales/Retail', 'Microsoft Office', 'Sales', 'Administration', 'Management', 'Sales Skills', 'Office Management', 'Customer Service']"
Senior Portfolio Manager,https://wuzzuf.net/jobs/p/V16w0UEbakQO-Senior-Portfolio-Manager-Salt-Search-Ltd-Abu-Dhabi-United-Arab-Emirates?o=93&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Salt Search Ltd,"Abu Dhabi, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['IT/Software Development', 'Project/Program Management', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Project Management', 'Marketing', 'Information Technology (IT)', 'Customer Support']"
Continuous Improvement & Transformation Manager,https://wuzzuf.net/jobs/p/DjOPTXO4nUa5-Continuous-Improvement-Transformation-Manager-Qatar-Airways---Other-locations-Doha-Qatar?o=94&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Qatar Airways - Other locations,"Doha, Qatar ",Qatar,True,Full Time,Not specified,0,10,"['Manufacturing/Production', 'Quality', 'Engineering - Mechanical/Electrical', 'Engineering', 'Six Sigma', 'Continuous Improvement', 'English', 'Lean', 'Microsoft Office', 'Black Belt']"
Business Development Manager (Data prote...,https://wuzzuf.net/jobs/p/6myG09TANZmJ-Business-Development-Manager-Data-prote-Ingram-Micro-Inc-Doha-Qatar?o=95&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Ingram Micro Inc.,"Doha, Qatar ",Qatar,True,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Sales Target', 'Marketing', 'Customer Service', 'Customer Support']"
Research & Development Manager - Pumps,https://wuzzuf.net/jobs/p/JJXcbewkOo3d-Research-Development-Manager---Pumps-Allweiler-Farid-Hassanein-Sharqia-Egypt?o=96&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Allweiler Farid Hassanein,"Sharqia, Egypt ",Egypt,False,Full Time,Manager,1,10,"['males_only', 'Manufacturing/Production', 'Research and development', 'R&d', 'Research', 'Pumps', 'Water Pumps', 'fluid dynamic simulation', 'Project Management', 'Software']"
Public Relations Manager,https://wuzzuf.net/jobs/p/EgA9zZXYl9kp-Public-Relations-Manager-Lucid-Motors-Riyadh-Saudi-Arabia?o=97&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Lucid Motors,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Customer Service/Support', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Public Relations (PR)', 'Marketing', 'Social Media', 'Media', 'Advertising', 'Customer Service', 'Market Research']"
Business Development Manager (Pipes / Plastic),https://wuzzuf.net/jobs/p/Ln7hczfRDLU1-Business-Development-Manager-Pipes-Plastic-CATS-Applicant-Tracking-System-Riyadh-Saudi-Arabia?o=98&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,CATS Applicant Tracking System,"Riyadh, Saudi Arabia ",Saudi,True,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Sales Target', 'Marketing', 'Customer Service', 'Customer Support']"
Category Manager,https://wuzzuf.net/jobs/p/EbpVWnM8oUBY-Category-Manager-Zumra-Food-Cairo-Egypt?o=99&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Zumra Food,"Nasr City, Cairo, Egypt ",Egypt,True,Full Time,Experienced,1,4,"['Purchasing/Procurement', 'Category Management', 'Sales', 'Purchasing']"
Partnerships Manager,https://wuzzuf.net/jobs/p/95PQjmpg7QlT-Partnerships-Manager-Payfort-INT-FZ-LLC-Dubai-United-Arab-Emirates?o=100&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Payfort INT FZ LLC,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Marketing', 'Sales', 'Partnerships', 'Sales Skills', 'Partnership', 'Advertising']"
PR Manager (Middle East),https://wuzzuf.net/jobs/p/24OCeDDMwTNv-PR-Manager-Middle-East-Charlotte-Tilbury-Dubai-United-Arab-Emirates?o=101&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Charlotte Tilbury,"Dubai, United Arab Emirates ",Emirates,True,Full Time,Not specified,0,10,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'Public Relations (PR)', 'Marketing', 'Social Media', 'Media', 'Advertising', 'E-marketing', 'Market Research']"
